ISIC_CODE,LEVEL_CODE,LEVEL_NO,PARENT_ISIC_CODE,NAME_FA,NAME_EN,TRANSLATION_STATUS_CODE,IS_SELECTABLE,SORT_ORDER
473,GROUP,3,47,خرده‌فروشی سوخت خودرو در فروشگاه‌های تخصصی,Retail sale of automotive fuel in specialized stores,BANK_TRANSLATED,0,4090
4730,CLASS,4,473,خرده‌فروشی سوخت خودرو در فروشگاه‌های تخصصی,Retail sale of automotive fuel in specialized stores,BANK_TRANSLATED,1,4100
474,GROUP,3,47,خرده‌فروشی تجهیزات اطلاعات و ارتباطات در فروشگاه‌های تخصصی,Retail sale of information and communications equipment in specialized stores,BANK_TRANSLATED,0,4110
4741,CLASS,4,474,خرده‌فروشی رایانه، تجهیزات جانبی، نرم‌افزار و تجهیزات مخابراتی در فروشگاه‌های تخصصی,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",BANK_TRANSLATED,1,4120
4742,CLASS,4,474,خرده‌فروشی تجهیزات صوتی و تصویری در فروشگاه‌های تخصصی,Retail sale of audio and video equipment in specialized stores,BANK_TRANSLATED,1,4130
475,GROUP,3,47,خرده‌فروشی سایر تجهیزات خانگی در فروشگاه‌های تخصصی,Retail sale of other household equipment in specialized stores,BANK_TRANSLATED,0,4140
4751,CLASS,4,475,خرده‌فروشی منسوجات در فروشگاه‌های تخصصی,Retail sale of textiles in specialized stores,BANK_TRANSLATED,1,4150
4752,CLASS,4,475,خرده‌فروشی یراق‌آلات، رنگ و شیشه در فروشگاه‌های تخصصی,"Retail sale of hardware, paints and glass in specialized stores",BANK_TRANSLATED,1,4160
4753,CLASS,4,475,خرده‌فروشی فرش، قالیچه و پوشش‌های دیوار و کف در فروشگاه‌های تخصصی,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",BANK_TRANSLATED,1,4170
4759,CLASS,4,475,خرده‌فروشی لوازم برقی خانگی، مبلمان، تجهیزات روشنایی و سایر لوازم خانگی در فروشگاه‌های تخصصی,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",BANK_TRANSLATED,1,4180
476,GROUP,3,47,خرده‌فروشی کالاهای فرهنگی و تفریحی در فروشگاه‌های تخصصی,Retail sale of cultural and recreation goods in specialized stores,BANK_TRANSLATED,0,4190
4761,CLASS,4,476,خرده‌فروشی کتاب، روزنامه و لوازم‌التحریر در فروشگاه‌های تخصصی,"Retail sale of books, newspapers and stationary in specialized stores",BANK_TRANSLATED,1,4200
4762,CLASS,4,476,خرده‌فروشی آثار ضبط‌شده موسیقی و ویدئو در فروشگاه‌های تخصصی,Retail sale of music and video recordings in specialized stores,BANK_TRANSLATED,1,4210
4763,CLASS,4,476,خرده‌فروشی تجهیزات ورزشی در فروشگاه‌های تخصصی,Retail sale of sporting equipment in specialized stores,BANK_TRANSLATED,1,4220
4764,CLASS,4,476,خرده‌فروشی بازی و اسباب‌بازی,Retail sale of games and toys,BANK_TRANSLATED,1,4230
477,GROUP,3,47,خرده‌فروشی سایر کالاها در فروشگاه‌های تخصصی,Retail sale of other goods in specialized stores,BANK_TRANSLATED,0,4240
4771,CLASS,4,477,خرده‌فروشی پوشاک، کفش و مصنوعات چرمی در فروشگاه‌های تخصصی,"Retail sale of clothing, footwear and leather articles in specialized stores",BANK_TRANSLATED,1,4250
4772,CLASS,4,477,خرده‌فروشی کالاهای دارویی و پزشکی، لوازم آرایشی و بهداشتی در فروشگاه‌های تخصصی,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",BANK_TRANSLATED,1,4260
4773,CLASS,4,477,سایر خرده‌فروشی کالاهای نو در فروشگاه‌های تخصصی,Other retail sale of new goods in specialized stores,BANK_TRANSLATED,1,4270
4774,CLASS,4,477,خرده‌فروشی کالاهای دست‌دوم,Retail sale of second-hand goods,BANK_TRANSLATED,1,4280
478,GROUP,3,47,خرده‌فروشی از طریق غرفه‌ها و بازارها,Retail sale via stalls and markets,BANK_TRANSLATED,0,4290
4781,CLASS,4,478,خرده‌فروشی مواد غذایی، نوشیدنی و دخانیات از طریق غرفه‌ها و بازارها,"Retail sale via stalls and markets of food, beverages and tobacco products",BANK_TRANSLATED,1,4300
4782,CLASS,4,478,خرده‌فروشی منسوجات، پوشاک و کفش از طریق غرفه‌ها و بازارها,"Retail sale via stalls and markets of textiles, clothing and footwear",BANK_TRANSLATED,1,4310
4789,CLASS,4,478,خرده‌فروشی سایر کالاها از طریق غرفه‌ها و بازارها,Retail sale via stalls and markets of other goods,BANK_TRANSLATED,1,4320
479,GROUP,3,47,خرده‌فروشی خارج از فروشگاه، غرفه یا بازار,"Retail trade not in stores, stalls or markets",BANK_TRANSLATED,0,4330
4791,CLASS,4,479,خرده‌فروشی از طریق سفارش پستی یا اینترنت,Retail sale via mail order houses or via Internet,BANK_TRANSLATED,1,4340
4799,CLASS,4,479,سایر خرده‌فروشی‌های خارج از فروشگاه، غرفه یا بازار,"Other retail sale not in stores, stalls or markets",BANK_TRANSLATED,1,4350
H,SECTION,1,,حمل‌ونقل و انبارداری,Transportation and storage,BANK_TRANSLATED,0,4360
49,DIVISION,2,H,حمل‌ونقل زمینی و حمل‌ونقل از طریق خطوط لوله,Land transport and transport via pipelines,BANK_TRANSLATED,0,4370
491,GROUP,3,49,حمل‌ونقل ریلی,Transport via railways,BANK_TRANSLATED,0,4380
4911,CLASS,4,491,حمل‌ونقل بین‌شهری مسافر با راه‌آهن,"Passenger rail transport, interurban",BANK_TRANSLATED,1,4390
4912,CLASS,4,491,حمل‌ونقل بار با راه‌آهن,Freight rail transport,BANK_TRANSLATED,1,4400
492,GROUP,3,49,سایر حمل‌ونقل زمینی,Other land transport,BANK_TRANSLATED,0,4410
4921,CLASS,4,492,حمل‌ونقل زمینی مسافر درون‌شهری و حومه‌ای,Urban and suburban passenger land transport,BANK_TRANSLATED,1,4420
4922,CLASS,4,492,سایر حمل‌ونقل زمینی مسافر,Other passenger land transport,BANK_TRANSLATED,1,4430
4923,CLASS,4,492,حمل‌ونقل بار جاده‌ای,Freight transport by road,BANK_TRANSLATED,1,4440
493,GROUP,3,49,حمل‌ونقل از طریق خطوط لوله,Transport via pipeline,BANK_TRANSLATED,0,4450
4930,CLASS,4,493,حمل‌ونقل از طریق خطوط لوله,Transport via pipeline,BANK_TRANSLATED,1,4460
50,DIVISION,2,H,حمل‌ونقل آبی,Water transport,BANK_TRANSLATED,0,4470
501,GROUP,3,50,حمل‌ونقل دریایی و ساحلی,Sea and coastal water transport,BANK_TRANSLATED,0,4480
5011,CLASS,4,501,حمل‌ونقل دریایی و ساحلی مسافر,Sea and coastal passenger water transport,BANK_TRANSLATED,1,4490
5012,CLASS,4,501,حمل‌ونقل دریایی و ساحلی بار,Sea and coastal freight water transport,BANK_TRANSLATED,1,4500
502,GROUP,3,50,حمل‌ونقل آب‌های داخلی,Inland water transport,BANK_TRANSLATED,0,4510
5021,CLASS,4,502,حمل‌ونقل مسافر در آب‌های داخلی,Inland passenger water transport,BANK_TRANSLATED,1,4520
5022,CLASS,4,502,حمل‌ونقل بار در آب‌های داخلی,Inland freight water transport,BANK_TRANSLATED,1,4530
51,DIVISION,2,H,حمل‌ونقل هوایی,Air transport,BANK_TRANSLATED,0,4540
511,GROUP,3,51,حمل‌ونقل هوایی مسافر,Passenger air transport,BANK_TRANSLATED,0,4550
5110,CLASS,4,511,حمل‌ونقل هوایی مسافر,Passenger air transport,BANK_TRANSLATED,1,4560
512,GROUP,3,51,حمل‌ونقل هوایی بار,Freight air transport,BANK_TRANSLATED,0,4570
5120,CLASS,4,512,حمل‌ونقل هوایی بار,Freight air transport,BANK_TRANSLATED,1,4580
52,DIVISION,2,H,انبارداری و فعالیت‌های پشتیبانی حمل‌ونقل,Warehousing and support activities for transportation,BANK_TRANSLATED,0,4590
521,GROUP,3,52,انبارداری و ذخیره‌سازی,Warehousing and storage,BANK_TRANSLATED,0,4600
5210,CLASS,4,521,انبارداری و ذخیره‌سازی,Warehousing and storage,BANK_TRANSLATED,1,4610
522,GROUP,3,52,فعالیت‌های پشتیبانی حمل‌ونقل,Support activities for transportation,BANK_TRANSLATED,0,4620
5221,CLASS,4,522,فعالیت‌های خدماتی مرتبط با حمل‌ونقل زمینی,Service activities incidental to land transportation,BANK_TRANSLATED,1,4630
5222,CLASS,4,522,فعالیت‌های خدماتی مرتبط با حمل‌ونقل آبی,Service activities incidental to water transportation,BANK_TRANSLATED,1,4640
5223,CLASS,4,522,فعالیت‌های خدماتی مرتبط با حمل‌ونقل هوایی,Service activities incidental to air transportation,BANK_TRANSLATED,1,4650
5224,CLASS,4,522,جابه‌جایی بار,Cargo handling,BANK_TRANSLATED,1,4660
5229,CLASS,4,522,سایر فعالیت‌های پشتیبانی حمل‌ونقل,Other transportation support activities,BANK_TRANSLATED,1,4670
53,DIVISION,2,H,فعالیت‌های پستی و پیک,Postal and courier activities,BANK_TRANSLATED,0,4680
531,GROUP,3,53,فعالیت‌های پستی,Postal activities,BANK_TRANSLATED,0,4690
5310,CLASS,4,531,فعالیت‌های پستی,Postal activities,BANK_TRANSLATED,1,4700
532,GROUP,3,53,فعالیت‌های پیک,Courier activities,BANK_TRANSLATED,0,4710
5320,CLASS,4,532,فعالیت‌های پیک,Courier activities,BANK_TRANSLATED,1,4720
I,SECTION,1,,فعالیت‌های اقامتی و خدمات غذا,Accommodation and food service activities,BANK_TRANSLATED,0,4730
55,DIVISION,2,I,اقامت,Accommodation,BANK_TRANSLATED,0,4740
551,GROUP,3,55,فعالیت‌های اقامت کوتاه‌مدت,Short term accommodation activities,BANK_TRANSLATED,0,4750
5510,CLASS,4,551,فعالیت‌های اقامت کوتاه‌مدت,Short term accommodation activities,BANK_TRANSLATED,1,4760
552,GROUP,3,55,زمین‌های کمپینگ، پارک‌های وسایل نقلیه تفریحی و پارک‌های تریلر,"Camping grounds, recreational vehicle parks and trailer parks",BANK_TRANSLATED,0,4770
5520,CLASS,4,552,زمین‌های کمپینگ، پارک‌های وسایل نقلیه تفریحی و پارک‌های تریلر,"Camping grounds, recreational vehicle parks and trailer parks",BANK_TRANSLATED,1,4780
559,GROUP,3,55,سایر اقامتگاه‌ها,Other accommodation,BANK_TRANSLATED,0,4790
5590,CLASS,4,559,سایر اقامتگاه‌ها,Other accommodation,BANK_TRANSLATED,1,4800
56,DIVISION,2,I,فعالیت‌های خدمات غذا و نوشیدنی,Food and beverage service activities,BANK_TRANSLATED,0,4810
561,GROUP,3,56,رستوران‌ها و فعالیت‌های خدمات غذای سیار,Restaurants and mobile food service activities,BANK_TRANSLATED,0,4820
5610,CLASS,4,561,رستوران‌ها و فعالیت‌های خدمات غذای سیار,Restaurants and mobile food service activities,BANK_TRANSLATED,1,4830
562,GROUP,3,56,پذیرایی رویدادها و سایر فعالیت‌های خدمات غذایی,Event catering and other food service activities,BANK_TRANSLATED,0,4840
5621,CLASS,4,562,پذیرایی رویدادها,Event catering,BANK_TRANSLATED,1,4850
5629,CLASS,4,562,سایر فعالیت‌های خدمات غذایی,Other food service activities,BANK_TRANSLATED,1,4860
563,GROUP,3,56,فعالیت‌های ارائه نوشیدنی,Beverage serving activities,BANK_TRANSLATED,0,4870
5630,CLASS,4,563,فعالیت‌های ارائه نوشیدنی,Beverage serving activities,BANK_TRANSLATED,1,4880
J,SECTION,1,,اطلاعات و ارتباطات,Information and communication,BANK_TRANSLATED,0,4890
58,DIVISION,2,J,فعالیت‌های انتشاراتی,Publishing activities,BANK_TRANSLATED,0,4900
581,GROUP,3,58,انتشار کتاب، نشریات و سایر فعالیت‌های انتشاراتی,"Publishing of books, periodicals and other publishing activities",BANK_TRANSLATED,0,4910
5811,CLASS,4,581,انتشار کتاب,Book publishing,BANK_TRANSLATED,1,4920
5812,CLASS,4,581,انتشار راهنماها و فهرست‌های پستی,Publishing of directories and mailing lists,BANK_TRANSLATED,1,4930
5813,CLASS,4,581,انتشار روزنامه، مجله و نشریات دوره‌ای,"Publishing of newspapers, journals and periodicals",BANK_TRANSLATED,1,4940
5819,CLASS,4,581,سایر فعالیت‌های انتشاراتی,Other publishing activities,BANK_TRANSLATED,1,4950
582,GROUP,3,58,انتشار نرم‌افزار,Software publishing,BANK_TRANSLATED,0,4960
5820,CLASS,4,582,انتشار نرم‌افزار,Software publishing,BANK_TRANSLATED,1,4970
59,DIVISION,2,J,فعالیت‌های تولید فیلم، ویدئو و برنامه تلویزیونی، ضبط صدا و انتشار موسیقی,"Motion picture, video and television programme production, sound recording and music publishing activities",BANK_TRANSLATED,0,4980
591,GROUP,3,59,فعالیت‌های فیلم، ویدئو و برنامه تلویزیونی,"Motion picture, video and television programme activities",BANK_TRANSLATED,0,4990
5911,CLASS,4,591,فعالیت‌های تولید فیلم، ویدئو و برنامه تلویزیونی,"Motion picture, video and television programme production activities",BANK_TRANSLATED,1,5000
5912,CLASS,4,591,فعالیت‌های پس‌تولید فیلم، ویدئو و برنامه تلویزیونی,"Motion picture, video and television programme post-production activities",BANK_TRANSLATED,1,5010
5913,CLASS,4,591,فعالیت‌های توزیع فیلم، ویدئو و برنامه تلویزیونی,"Motion picture, video and television programme distribution activities",BANK_TRANSLATED,1,5020
5914,CLASS,4,591,فعالیت‌های نمایش فیلم,Motion picture projection activities,BANK_TRANSLATED,1,5030
592,GROUP,3,59,فعالیت‌های ضبط صدا و انتشار موسیقی,Sound recording and music publishing activities,BANK_TRANSLATED,0,5040
5920,CLASS,4,592,فعالیت‌های ضبط صدا و انتشار موسیقی,Sound recording and music publishing activities,BANK_TRANSLATED,1,5050
60,DIVISION,2,J,فعالیت‌های برنامه‌سازی و پخش,Programming and broadcasting activities,BANK_TRANSLATED,0,5060
601,GROUP,3,60,پخش رادیویی,Radio broadcasting,BANK_TRANSLATED,0,5070
6010,CLASS,4,601,پخش رادیویی,Radio broadcasting,BANK_TRANSLATED,1,5080
602,GROUP,3,60,فعالیت‌های برنامه‌سازی و پخش تلویزیونی,Television programming and broadcasting activities,BANK_TRANSLATED,0,5090
6020,CLASS,4,602,فعالیت‌های برنامه‌سازی و پخش تلویزیونی,Television programming and broadcasting activities,BANK_TRANSLATED,1,5100
61,DIVISION,2,J,مخابرات,Telecommunications,BANK_TRANSLATED,0,5110
611,GROUP,3,61,فعالیت‌های مخابرات سیمی,Wired telecommunications activities,BANK_TRANSLATED,0,5120
6110,CLASS,4,611,فعالیت‌های مخابرات سیمی,Wired telecommunications activities,BANK_TRANSLATED,1,5130
612,GROUP,3,61,فعالیت‌های مخابرات بی‌سیم,Wireless telecommunications activities,BANK_TRANSLATED,0,5140
6120,CLASS,4,612,فعالیت‌های مخابرات بی‌سیم,Wireless telecommunications activities,BANK_TRANSLATED,1,5150
613,GROUP,3,61,فعالیت‌های مخابرات ماهواره‌ای,Satellite telecommunications activities,BANK_TRANSLATED,0,5160
6130,CLASS,4,613,فعالیت‌های مخابرات ماهواره‌ای,Satellite telecommunications activities,BANK_TRANSLATED,1,5170
619,GROUP,3,61,سایر فعالیت‌های مخابراتی,Other telecommunications activities,BANK_TRANSLATED,0,5180
6190,CLASS,4,619,سایر فعالیت‌های مخابراتی,Other telecommunications activities,BANK_TRANSLATED,1,5190
62,DIVISION,2,J,برنامه‌نویسی رایانه، مشاوره و فعالیت‌های مرتبط,"Computer programming, consultancy and related activities",BANK_TRANSLATED,0,5200
620,GROUP,3,62,برنامه‌نویسی رایانه، مشاوره و فعالیت‌های مرتبط,"Computer programming, consultancy and related activities",BANK_TRANSLATED,0,5210
6201,CLASS,4,620,فعالیت‌های برنامه‌نویسی رایانه,Computer programming activities,BANK_TRANSLATED,1,5220
6202,CLASS,4,620,مشاوره رایانه و فعالیت‌های مدیریت تأسیسات رایانه‌ای,Computer consultancy and computer facilities management activities,BANK_TRANSLATED,1,5230
6209,CLASS,4,620,سایر فعالیت‌های خدمات فناوری اطلاعات و رایانه,Other information technology and computer service activities,BANK_TRANSLATED,1,5240
63,DIVISION,2,J,فعالیت‌های خدمات اطلاعاتی,Information service activities,BANK_TRANSLATED,0,5250
631,GROUP,3,63,پردازش داده، میزبانی و فعالیت‌های مرتبط؛ درگاه‌های وب,"Data processing, hosting and related activities; web portals",BANK_TRANSLATED,0,5260
6311,CLASS,4,631,پردازش داده، میزبانی و فعالیت‌های مرتبط,"Data processing, hosting and related activities",BANK_TRANSLATED,1,5270
6312,CLASS,4,631,درگاه‌های وب,Web portals,BANK_TRANSLATED,1,5280
639,GROUP,3,63,سایر فعالیت‌های خدمات اطلاعاتی,Other information service activities,BANK_TRANSLATED,0,5290
6391,CLASS,4,639,فعالیت‌های خبرگزاری,News agency activities,BANK_TRANSLATED,1,5300
6399,CLASS,4,639,سایر فعالیت‌های خدمات اطلاعاتی طبقه‌بندی‌نشده در جای دیگر,Other information service activities n.e.c.,BANK_TRANSLATED,1,5310
K,SECTION,1,,فعالیت‌های مالی و بیمه,Financial and insurance activities,BANK_TRANSLATED,0,5320
64,DIVISION,2,K,فعالیت‌های خدمات مالی، به‌جز بیمه و تأمین مالی بازنشستگی,"Financial service activities, except insurance and pension funding",BANK_TRANSLATED,0,5330
641,GROUP,3,64,واسطه‌گری پولی,Monetary intermediation,BANK_TRANSLATED,0,5340
6411,CLASS,4,641,بانکداری مرکزی,Central banking,BANK_TRANSLATED,1,5350
6419,CLASS,4,641,سایر واسطه‌گری‌های پولی,Other monetary intermediation,BANK_TRANSLATED,1,5360
642,GROUP,3,64,فعالیت‌های شرکت‌های هلدینگ,Activities of holding companies,BANK_TRANSLATED,0,5370
6420,CLASS,4,642,فعالیت‌های شرکت‌های هلدینگ,Activities of holding companies,BANK_TRANSLATED,1,5380
643,GROUP,3,64,تراست‌ها، صندوق‌ها و نهادهای مالی مشابه,"Trusts, funds and similar financial entities",BANK_TRANSLATED,0,5390
6430,CLASS,4,643,تراست‌ها، صندوق‌ها و نهادهای مالی مشابه,"Trusts, funds and similar financial entities",BANK_TRANSLATED,1,5400
649,GROUP,3,64,سایر فعالیت‌های خدمات مالی، به‌جز بیمه و تأمین مالی بازنشستگی,"Other financial service activities, except insurance and pension funding activities",BANK_TRANSLATED,0,5410
6491,CLASS,4,649,لیزینگ مالی,Financial leasing,BANK_TRANSLATED,1,5420
6492,CLASS,4,649,سایر اعطای اعتبار,Other credit granting,BANK_TRANSLATED,1,5430
6499,CLASS,4,649,سایر فعالیت‌های خدمات مالی، به‌جز بیمه و تأمین مالی بازنشستگی، طبقه‌بندی‌نشده در جای دیگر,"Other financial service activities, except insurance and pension funding activities, n.e.c.",BANK_TRANSLATED,1,5440
65,DIVISION,2,K,بیمه، بیمه اتکایی و تأمین مالی بازنشستگی، به‌جز تأمین اجتماعی اجباری,"Insurance, reinsurance and pension funding, except compulsory social security",BANK_TRANSLATED,0,5450
651,GROUP,3,65,بیمه,Insurance,BANK_TRANSLATED,0,5460
6511,CLASS,4,651,بیمه عمر,Life insurance,BANK_TRANSLATED,1,5470
6512,CLASS,4,651,بیمه غیرعمر,Non-life insurance,BANK_TRANSLATED,1,5480
652,GROUP,3,65,بیمه اتکایی,Reinsurance,BANK_TRANSLATED,0,5490
6520,CLASS,4,652,بیمه اتکایی,Reinsurance,BANK_TRANSLATED,1,5500
653,GROUP,3,65,تأمین مالی بازنشستگی,Pension funding,BANK_TRANSLATED,0,5510
6530,CLASS,4,653,تأمین مالی بازنشستگی,Pension funding,BANK_TRANSLATED,1,5520
66,DIVISION,2,K,فعالیت‌های کمکی خدمات مالی و بیمه,Activities auxiliary to financial service and insurance activities,BANK_TRANSLATED,0,5530
661,GROUP,3,66,فعالیت‌های کمکی خدمات مالی، به‌جز بیمه و تأمین مالی بازنشستگی,"Activities auxiliary to financial service activities, except insurance and pension funding",BANK_TRANSLATED,0,5540
6611,CLASS,4,661,مدیریت بازارهای مالی,Administration of financial markets,BANK_TRANSLATED,1,5550
6612,CLASS,4,661,کارگزاری قراردادهای اوراق بهادار و کالا,Security and commodity contracts brokerage,BANK_TRANSLATED,1,5560
6619,CLASS,4,661,سایر فعالیت‌های کمکی خدمات مالی,Other activities auxiliary to financial service activities,BANK_TRANSLATED,1,5570
662,GROUP,3,66,فعالیت‌های کمکی بیمه و تأمین مالی بازنشستگی,Activities auxiliary to insurance and pension funding,BANK_TRANSLATED,0,5580
6621,CLASS,4,662,ارزیابی ریسک و خسارت,Risk and damage evaluation,BANK_TRANSLATED,1,5590
6622,CLASS,4,662,فعالیت‌های نمایندگان و کارگزاران بیمه,Activities of insurance agents and brokers,BANK_TRANSLATED,1,5600
6629,CLASS,4,662,سایر فعالیت‌های کمکی بیمه و تأمین مالی بازنشستگی,Other activities auxiliary to insurance and pension funding,BANK_TRANSLATED,1,5610
663,GROUP,3,66,فعالیت‌های مدیریت صندوق,Fund management activities,BANK_TRANSLATED,0,5620
6630,CLASS,4,663,فعالیت‌های مدیریت صندوق,Fund management activities,BANK_TRANSLATED,1,5630
L,SECTION,1,,فعالیت‌های املاک و مستغلات,Real estate activities,BANK_TRANSLATED,0,5640
68,DIVISION,2,L,فعالیت‌های املاک و مستغلات,Real estate activities,BANK_TRANSLATED,0,5650
681,GROUP,3,68,فعالیت‌های املاک با ملک شخصی یا اجاره‌ای,Real estate activities with own or leased property,BANK_TRANSLATED,0,5660
6810,CLASS,4,681,فعالیت‌های املاک با ملک شخصی یا اجاره‌ای,Real estate activities with own or leased property,BANK_TRANSLATED,1,5670
682,GROUP,3,68,فعالیت‌های املاک بر مبنای کارمزد یا قرارداد,Real estate activities on a fee or contract basis,BANK_TRANSLATED,0,5680
6820,CLASS,4,682,فعالیت‌های املاک بر مبنای کارمزد یا قرارداد,Real estate activities on a fee or contract basis,BANK_TRANSLATED,1,5690
M,SECTION,1,,فعالیت‌های حرفه‌ای، علمی و فنی,"Professional, scientific and technical activities",BANK_TRANSLATED,0,5700
69,DIVISION,2,M,فعالیت‌های حقوقی و حسابداری,Legal and accounting activities,BANK_TRANSLATED,0,5710
691,GROUP,3,69,فعالیت‌های حقوقی,Legal activities,BANK_TRANSLATED,0,5720
6910,CLASS,4,691,فعالیت‌های حقوقی,Legal activities,BANK_TRANSLATED,1,5730
692,GROUP,3,69,فعالیت‌های حسابداری، دفترداری و حسابرسی؛ مشاوره مالیاتی,"Accounting, bookkeeping and auditing activities; tax consultancy",BANK_TRANSLATED,0,5740
6920,CLASS,4,692,فعالیت‌های حسابداری، دفترداری و حسابرسی؛ مشاوره مالیاتی,"Accounting, bookkeeping and auditing activities; tax consultancy",BANK_TRANSLATED,1,5750
70,DIVISION,2,M,فعالیت‌های دفاتر مرکزی؛ فعالیت‌های مشاوره مدیریت,Activities of head offices; management consultancy activities,BANK_TRANSLATED,0,5760
701,GROUP,3,70,فعالیت‌های دفاتر مرکزی,Activities of head offices,BANK_TRANSLATED,0,5770
7010,CLASS,4,701,فعالیت‌های دفاتر مرکزی,Activities of head offices,BANK_TRANSLATED,1,5780
702,GROUP,3,70,فعالیت‌های مشاوره مدیریت,Management consultancy activities,BANK_TRANSLATED,0,5790
7020,CLASS,4,702,فعالیت‌های مشاوره مدیریت,Management consultancy activities,BANK_TRANSLATED,1,5800
71,DIVISION,2,M,فعالیت‌های معماری و مهندسی؛ آزمون و تحلیل فنی,Architectural and engineering activities; technical testing and analysis,BANK_TRANSLATED,0,5810
711,GROUP,3,71,فعالیت‌های معماری و مهندسی و مشاوره فنی مرتبط,Architectural and engineering activities and related technical consultancy,BANK_TRANSLATED,0,5820
7110,CLASS,4,711,فعالیت‌های معماری و مهندسی و مشاوره فنی مرتبط,Architectural and engineering activities and related technical consultancy,BANK_TRANSLATED,1,5830
712,GROUP,3,71,آزمون و تحلیل فنی,Technical testing and analysis,BANK_TRANSLATED,0,5840
7120,CLASS,4,712,آزمون و تحلیل فنی,Technical testing and analysis,BANK_TRANSLATED,1,5850
72,DIVISION,2,M,پژوهش و توسعه علمی,Scientific research and development,BANK_TRANSLATED,0,5860
721,GROUP,3,72,پژوهش و توسعه تجربی در علوم طبیعی و مهندسی,Research and experimental development on natural sciences and engineering,BANK_TRANSLATED,0,5870
7210,CLASS,4,721,پژوهش و توسعه تجربی در علوم طبیعی و مهندسی,Research and experimental development on natural sciences and engineering,BANK_TRANSLATED,1,5880
722,GROUP,3,72,پژوهش و توسعه تجربی در علوم اجتماعی و انسانی,Research and experimental development on social sciences and humanities,BANK_TRANSLATED,0,5890
7220,CLASS,4,722,پژوهش و توسعه تجربی در علوم اجتماعی و انسانی,Research and experimental development on social sciences and humanities,BANK_TRANSLATED,1,5900
73,DIVISION,2,M,تبلیغات و تحقیقات بازار,Advertising and market research,BANK_TRANSLATED,0,5910
731,GROUP,3,73,تبلیغات,Advertising,BANK_TRANSLATED,0,5920
7310,CLASS,4,731,تبلیغات,Advertising,BANK_TRANSLATED,1,5930
732,GROUP,3,73,تحقیقات بازار و نظرسنجی افکار عمومی,Market research and public opinion polling,BANK_TRANSLATED,0,5940
7320,CLASS,4,732,تحقیقات بازار و نظرسنجی افکار عمومی,Market research and public opinion polling,BANK_TRANSLATED,1,5950
74,DIVISION,2,M,سایر فعالیت‌های حرفه‌ای، علمی و فنی,"Other professional, scientific and technical activities",BANK_TRANSLATED,0,5960
741,GROUP,3,74,فعالیت‌های تخصصی طراحی,Specialized design activities,BANK_TRANSLATED,0,5970
7410,CLASS,4,741,فعالیت‌های تخصصی طراحی,Specialized design activities,BANK_TRANSLATED,1,5980
742,GROUP,3,74,فعالیت‌های عکاسی,Photographic activities,BANK_TRANSLATED,0,5990
7420,CLASS,4,742,فعالیت‌های عکاسی,Photographic activities,BANK_TRANSLATED,1,6000
749,GROUP,3,74,سایر فعالیت‌های حرفه‌ای، علمی و فنی طبقه‌بندی‌نشده در جای دیگر,"Other professional, scientific and technical activities n.e.c.",BANK_TRANSLATED,0,6010
7490,CLASS,4,749,سایر فعالیت‌های حرفه‌ای، علمی و فنی طبقه‌بندی‌نشده در جای دیگر,"Other professional, scientific and technical activities n.e.c.",BANK_TRANSLATED,1,6020
75,DIVISION,2,M,فعالیت‌های دامپزشکی,Veterinary activities,BANK_TRANSLATED,0,6030
750,GROUP,3,75,فعالیت‌های دامپزشکی,Veterinary activities,BANK_TRANSLATED,0,6040
7500,CLASS,4,750,فعالیت‌های دامپزشکی,Veterinary activities,BANK_TRANSLATED,1,6050
N,SECTION,1,,فعالیت‌های خدمات اداری و پشتیبانی,Administrative and support service activities,BANK_TRANSLATED,0,6060
77,DIVISION,2,N,فعالیت‌های اجاره و لیزینگ,Rental and leasing activities,BANK_TRANSLATED,0,6070
771,GROUP,3,77,اجاره و لیزینگ وسایل نقلیه موتوری,Renting and leasing of motor vehicles,BANK_TRANSLATED,0,6080
7710,CLASS,4,771,اجاره و لیزینگ وسایل نقلیه موتوری,Renting and leasing of motor vehicles,BANK_TRANSLATED,1,6090
772,GROUP,3,77,اجاره و لیزینگ کالاهای شخصی و خانگی,Renting and leasing of personal and household goods,BANK_TRANSLATED,0,6100
7721,CLASS,4,772,اجاره و لیزینگ کالاهای تفریحی و ورزشی,Renting and leasing of recreational and sports goods,BANK_TRANSLATED,1,6110
7722,CLASS,4,772,اجاره نوارها و دیسک‌های ویدئویی,Renting of video tapes and disks,BANK_TRANSLATED,1,6120
7729,CLASS,4,772,اجاره و لیزینگ سایر کالاهای شخصی و خانگی,Renting and leasing of other personal and household goods,BANK_TRANSLATED,1,6130
773,GROUP,3,77,اجاره و لیزینگ سایر ماشین‌آلات، تجهیزات و کالاهای ملموس,"Renting and leasing of other machinery, equipment and tangible goods",BANK_TRANSLATED,0,6140
7730,CLASS,4,773,اجاره و لیزینگ سایر ماشین‌آلات، تجهیزات و کالاهای ملموس,"Renting and leasing of other machinery, equipment and tangible goods",BANK_TRANSLATED,1,6150
